text,target,stance,Sentiment,Sarcasm
(?) ????? ?????? ?????? ???? ?????? ????? ????? ???????? ?????? ??? ???? ??????? ??? ?????? ????????? ?? ??? ???????  ?????? ?????? ??????? ?????? ??? ?????? ??????? ??? ????? ?????? ???????? ??????? ?? ???? ???????? ??????? ????????? ???????? ??????????? ..,Women empowerment,Favor,Positive,No
(????? ?????)(??????? ?????????)(??????)? ?(????? ??????)??????-??????-????? ?????? ???????? ???????? ??????? ????? ??????? ???????.,Women empowerment,Against,Negative,No
(??????? ?? ???) ??? ???????? ???????? ?????? ????? ?? ???? ????? ??? ???? ?????? ??????? ??????? ???????? ?????????? ??????? ???? ????? ??????? ?? ?????? ??????  ???? ???????? ?????? ?????? ??????? ???????? ??????? ???????  ????? ?????? ??? ????? ??? ???? ??? ?????,Women empowerment,Against,Negative,No
(????????? ????????? ???????? ??????????? ????? ????????????? ???????????)  ?? ????? ????? ????? ???? ????? #?????? ?? ??? ???? ???????. #??????_??????_???????,Covid Vaccine,Favor,Neutral,No
(????) (??????)  ????? ???????? ???????? ??? ????? #????_??????,Covid Vaccine,Favor,Neutral,No
(??? ????? ??????) ?? ??? ?????? ??????? ?? ??? ??????? ????? ????? ????? ??????  ?????? ?????? ??? ??????? ??????? ??????. ????? ????? ????? ?????? ???????? ????????  ??? ???? ??? ??? ??? ???? ????? ??????? ????? (???? ???????)  ??????? ??? ??? ?????? ???? ????? ???.  ?????? ?,Women empowerment,Against,Negative,No
(??? ????? ??????)  ?? ??? ????? ??????? ?????? ??????? ????? ??????? ??????? ????? ??? ???????,Women empowerment,Against,Negative,No
(??? ??? ??????) ????? ???? ??? ????? .. ???? ????? ??????? ?????? ????? ?????? ?? ???? ???? ????? .. ???? ?????? ????? ??? ?????? ??????? ???????? ?????? ?????????? ??????? ?? ?? ??? ?? ????? ????? ???? ?????? @tfrabiah @SaudiMOH,Covid Vaccine,Favor,Positive,No
(???????? ?? ???? ?? ???? ???????? ???? ??????) ???? ????? ?????? ?? ??????? ?????? ?????? ??? ??? ?????? ????? ????? ?????? ..   ????? ?????? ????? ??? ??????? ?? ??? ??? ????? ????   ?#???_???? @Turki_alalshikh #????_2030_????_?????,Women empowerment,Favor,Positive,No
(????? ??????? ???? ?  ) = (??? ??? ??? ????.?. ). ?????? ?? ??? ?????? ? #?????_??????,Covid Vaccine,Against,Neutral,Yes
{???? ???????? ????????????? ????? ?????????????}   #?????_??????,Covid Vaccine,Against,Neutral,No
@0O21e @Juiiill ??? ?? ??? ????? ?????? ?? ??? ????? ???? ?? ????? ???? ????? ????????,Women empowerment,Favor,Positive,No
@0Oam ????? ????? ????? ?????? ?????? ??? ????? ???? ????? ????? ?????,Covid Vaccine,Against,Negative,No
@1ensanah @PrincessParadi @SaudiNews50 ????? ?????????? ??????? ?????? ? ?????? ??????? ??? ??????!!  ???????? ???? ???????? ??????,Covid Vaccine,Favor,Negative,No
@1rzenh @SaudiNews50 ????? ?????? ???? ???? ?? ???? ?????? ? ??????? ?? ?????? ? ???? ?????? ???? ! ???? ????? ?????,Women empowerment,Favor,Negative,No
@1rzenh @SaudiNews50 ????? ??? ????? ?????? ????? ????? ???? ?????? ?????? ?? ??? ??????? ???? ???????,Women empowerment,Favor,Positive,No
@3adad ???? ???? ????? ??? ?? ????? ?????? ??? ??? ??????? ?????? ??????..,Women empowerment,Against,Neutral,No
@3adeeemQ8 @alommah24_kwt @SalehAlmulla ???? ????? ???? ???? ????? ??????? ?????? ????? ??????? ???? ?????  ?? ???? ?? ??? ???? ???????? ?????? ???? (??? ??????) ????? ??????? ???? ????  ??? ?????? ????? ??? ??????? ?? ??? ?????? ??? ???? ???? ???? ??? ??,Covid Vaccine,Against,Neutral,No
@3ajel_qassim ????? ??? ????? ????? ?  ???? ???? ???? ????? - ?? ????? ???? ????  ???? ???????????". ?? ??? ???????? ?? ?????? ?????? ????? ??? ???? ???? ?? ?????  ?? ??? ??? ????? ?? ????????? ???? ???? ?????  ????? ??????? ??? ????? ????? ????? ??? ???,Covid Vaccine,Against,Neutral,Yes
@3bduv @SaudiMOH ??? ???? ??????   ?????? ?????  ???? ????? ??? ???? ????? ??????  ????? ?????? ???? ???? ???? ???????  ??? ???? ?? ???? ?????? ?? ???? ??????     ??? ???????? ??? ???????  ??? ?? ???? ????? ?? ???? ??? ?????? ?? ????,Covid Vaccine,Against,Negative,No
@3dzill ????? ????? ?????? ??? ???????!!  ???? ??? ?? ?????? ????? ????? ???? ????? ???? ?????? ?? ???? ????? ???????? ???? ?? ??? ??? ????? ?????? ??? ??? ???? ?? ????? ???? ??! ??? ??????? ???? ???? ???? ???? ???? ????? ?????? ?? ???? ??? ???? ????????,Covid Vaccine,Favor,Neutral,No
@3mdsa3 ?? ?? .. ????? ??????? ??? ???? ????? ????? ?? ?????? ?????????? ?????? ?? ??? ???? ?? ???? ????? ?????.,Digital Transformation,Favor,Positive,No
@3nod_Ah @SaudiNews50 ??? ???? ??? ?????? ???? ??????  ?? ???? ????? ??? ?????? ??? ??????? ???? ?? ??? ????? ???? ?????? ???? ???? ?? ????? ???? ????? ?????,Covid Vaccine,Favor,Neutral,No
@3saaff33 @asamy_alharbi @sabqorg ??????? ?????? ?????? ????? ??????? ??? ????? ?????? ?????? ????????? ??? ????? ??  ????? ??? ?? ?????? ????? ????? ?????? ?????? ??????? ???????? ???????,Women empowerment,Favor,Positive,No
@3urubah @FumioIwai ??? ???? ????? ??????? ?????? ?????? ??????? ??? ???? ?????? ?? ???? ???????? ? ? ????? ??????? ?? ??? ???? ?????? ????? ?????? ???? ????? ??? ?? ???? ?? ???? ?? ?????? ???????? ???? ?? ???? ?????? ??????? ??????? ???? ????????,Women empowerment,Favor,Neutral,No
@3ZBinKSA @Ask_Alriyadh1 ??????? ????? ?????? ???????? ???? ? ???? ?? ????? ???? ???????? ????? ????????????????????????,Women empowerment,Favor,Negative,Yes
@4khaloud @SaudiNews50 ???? ???? ????? ???? ???? ???? ???????? ??? ???? ???? ?????? ???? ??? ??? ???? ??????? ???? ??????? ??????? ????? ?? ??? ???????? .. ???? ??? ????? ??? ??? ????? ?????? ???? ??????? ???? ???? ????? ?????? ?? ?????? ??? ????? ?? ??,Covid Vaccine,Against,Negative,Yes
@4XCfPpk7PVmPC1P ?? ???? ??? ???? ???? ?? ????? ????? ???? ????? ?? ?????? ??? ????? ??? ???? ???? ???,Covid Vaccine,Favor,Positive,No
@5alfan1 ????? ?? ?????? ????? ??? ?????? ?????????? ?? ?????? ???   ??????? ????,Digital Transformation,Favor,Negative,No
@5Khareef ???? ??? ???????..??? ?? ?? ???? ? ????? ??? ???? ????? ??? ????? ?????? ?????? ????? ??? ????? ?? ????????? ????? ?????,Covid Vaccine,Favor,Neutral,No
@6wee6er ?? ???? ?? ????? .. #???????? ????? ???? 3 ?????? ???? ?? #????_??????  ?? ??????? ????????? ????????? ??? ????? ? ??????? ?????? ?????? ??? ??? ????? ???? ??? ???? ? ?????? ??? ??????? ????????? ???? ???? ? ??????? ??? ?????? . #?????? ((?????)),Covid Vaccine,None,Positive,No
@7adasBelfe3l ???? ??? ???? ?? ??? ???????? ???? ????? ??????? ? ??????? ?????? ?????? ?????? ?????? ?????? ??????? ? ??????? ??????? ?? ?????? .. ?? ???????? ???? ??????? ???? ??? 100 ?????,Digital Transformation,Favor,Positive,No
@7Alsabe @SaudiHousing ????? ???? ?? ????????? ???????? ???? ???? ?????? ?????????? ??????? ? ???? ??????? ??? ?????? ????? ????????,Digital Transformation,Favor,Positive,No
@7galmalki @al_zara1 ???????? ?? ??? ?????? ?? ?????? ?????? ???????? ?????????? ??? ???????? ?????? ????????? ???? ?? ????? ???? ????? ??????? ?????? ???????.... ???? ????? ?????? ????? ????? ????????? ??? ??? ????? ????? ?? ???? ????? ?????? ????? ????,Digital Transformation,Favor,Neutral,No
@7mdfcb @AlanoudBH @Eyaaaad ????? ??? ????? ???? ?????? ???? ????? ??????? ????? ???????? ??????? ??????? ???? ?????? ????? ????? ??? ???? ??? ?????? ???? ?? ?? ??? ???? ?????? ?? ????? ????? ???? ????? ??????? ??? ? ????? ????? ????????? ??????? ??? ????,Covid Vaccine,Against,Neutral,No
@7o9a ??? ????? ??? ?? ???? ????? ?????? ????? ??,Covid Vaccine,None,Neutral,No
@7shr ?????? ?????????? ???? ???? ???? ?? ???? ????? ??? ????? ?? ??? ?????? ??? .,Digital Transformation,None,Neutral,No
@8rbaaa ???? ???? ?? ..  ??? ??? ???? ????? ?????? ????? ???? ?????? ?????? ???? ??? ??????? ???? ??? ???? ??????!,Women empowerment,Favor,Neutral,No
@00_alsuliman ?????? ??? ??? ?????? ?????? ???? ????? ?????? ?? ?? ?????? ?? ??? ?????? ???? ?????? ??????? ?????? ?????? ?????,Women empowerment,Favor,Positive,No
@11_rere_1 ??? ????? ??????...  ?????? ???? ??? ??? ???? ??? ?????? ????? ???? ????? ???? ??? ?????? ???????? ??????? ???? ?????? ??????  ??? ???? ???? ????:(??? ????? ?? ??? ?? ?????),Women empowerment,Against,Negative,No
@40_jenan ??? ???? ?????? ???? ?????? ?????? ???? ???? ???? ??????? ??? ??? ???? ???? ????? ?????? ????? ????? ?????? ?? ??? ????? ??? ??????? ??? 01094746990,Covid Vaccine,None,Neutral,No
@45mogaber @skynewsarabia ??????? ??? ?? ?????? ?????????? ?? ?????? ??? ????????? ?? ???? ???? ????? ??????? ????? ???????? ???? ????? ?? ??? ?? ???? ?????? ???? ?????? ???????? ???? ?? ????? ???? ??? ??? ?????? ???????? ???????? ??????????? ???? ?? ????,Digital Transformation,Against,Negative,No
@70sam ????? ????? ?????? ??????? ?,Women empowerment,Favor,Negative,Yes
@70sul @shaee_e ???? ??????. ?? ?? ???? ?????? ?????? ???????  ????????? ???? ????. ????? ???? ????? ????? ??????  ?????,Digital Transformation,Favor,Positive,No
@70sul ????????? ??? ???? ????. ????? ?????? ??????????.,Digital Transformation,Favor,Positive,No
@70sul ???? ??????? ??????????? ??? ????????? ??????? ?????? ??????? ???? ?? ??????? ????? ??????? ????????? ???? ?????? ????? ?????? ??? ?????? ????? ?????! ?? #??????_?????? #??????  #??????_??????,Covid Vaccine,Against,Negative,Yes
@70sul ?? #????_????? ? #????_??_???? ? #????_???_??????? ..?????? ??? ??????? ?? ???? ?? ???????? ..  ?????? ?????? ?? ???????? ?????? ???????? ?????? ???? ???????? ?? ????? ??? ?????? ??????,Digital Transformation,Favor,Neutral,No
@71Correc ???? ??? ?????? ???? ????   ??? ???? ???? ????? ???? ?? ?????? ????????   ???? ??????? ?????? ???? ????? ?? ?????? ?? ??????  ??? ?? ?? ???????? ???? ??????? ??? ????? ????? ????? ?,Covid Vaccine,Against,Neutral,No
@050_sah ?????? ?? ???? ?????? ??? ????????? ???? ?????? ??????? ????? ?????? ?????????? ????. ???? ??? ????? ????? ????? ??????? ??? ?? ???? ?????????? ?????? ?????????? ?? ?????? ???????? ?????  ????? ????? ?????? ?????????? ??????????  ?????? ?????????,Digital Transformation,Favor,Neutral,No
@115Kakawa ?????? ?? ?????? ?????? ??????????? ???? ???? ??????? ??????? ?????? ?? ????   ????? ?????? ??? ????? ????? ??? ???? ???? ???? ????? ???? ????? ????? ??????? ??????? ???? ?? ???? 7???? ???? ??????? ?????? ??????? ??? ????? ???? ??? ???????_,Covid Vaccine,Against,Neutral,No
@305_7MRAN ????? ?????? = ????? ???????,Women empowerment,Against,Negative,No
@664Waleed ?? ??? ????? ?????? ??????? ???? ?????? ??????   ?????? ?????? ?? ?????????? ???? ?? ???? ??? ???? ???? ???? ?,Digital Transformation,None,Neutral,No
@1200_hb @sadh222 ?????? ????? ??? ?? 20 ??????? ??????? ?? ?????? ???? ?????? ?????? ??? ??? ??? ???? ??????? ?? ??????? ????? ????? ???????? ??? ????? ???? ??? ?? ????? ?????????? ??? ?????? ?? ???? ??? ???????? ?????? ????? ?????? ?? ????? ????? ?????,Women empowerment,Against,Negative,No
@1988Montaser @ProfIntisar ???? ??? ?????? ?????? ?????? ?????? ???? ???? ?? ??? ????? ??? ???????? ??????? ????????? ????? ??????? ??????? ?? ?????? ?? ????? ?????? ???? ???? ??? ?? ???? ??? ?????? ???? ??? ????? ????? ????? ??? ??????? ??????? ???? ????,Digital Transformation,Favor,Negative,No
@14989os @MaryamaAhmaed @Adam_ahlawy121 @johny_Ramalah @alshimaa_j @hmrrm2 ???? ?????? ?? ????? ????? ???? ???? ??? ?? ????? ????. ?? ????? ???? ???,Covid Vaccine,Favor,Positive,No
@14141616H ?????? ????? ????? ?? ????? ??? ????? ????? ?????? ??? ??? ??? ? ???? ???? ??????? ? ????? ?????? ?????? ?..,Women empowerment,Favor,Positive,No
@_24ahx @ja_7kk ?? ???? ??? ?????? ????? ???????? ????? ???? ??? ???? ???? ??? ??? ??????? ?????? ????? ????? ??????? ??????? ???? ???? ???? ?????? ?????? ?????? ???? ?? ???? ?? ??? ???? ?? ????? ?? ???????? ???????? ????? ????? ??? ?????????? ??? ??? ???,Covid Vaccine,Favor,Neutral,No
@_1996APR @asdrt151 @t_donkeys ??? ?????? ?????? ???????? ??? ???? ?????? ?????? ?????. ???? ?????? ?? ??? ??? ???????. ??? ????? ????? ????? ?????. ??????? ???? ???? ?? ???? ??? ????? ???? ?????? ???? ?????? ?????? ???? ?????? ?????? ?? ??? ??? ???????.,Women empowerment,Favor,Negative,No
@_____Oz______ ?/ ????? ?????? ????? ???? ?????? ??? ???????? ? ???? ??? ???? ????? ???? ??? ??? ?? ????? ???? ????? ??? ?? ???????? ??  ??????.   ?/ ?????? ????? ??? ????? ?? ?????. ???? ????? ?? ????? ?? ??? ??? ???? ?? ??? ?? ????? ?????? ? ?? ??? ????,Covid Vaccine,None,Neutral,No
@___deei @jo_ii00 ?????? ???? ??????? ??? ?????? ????? ?????? ??????? ?? ??????? ??????? ?? ??????? ?? ???????? ????? ????? ????? ?????? ?? ???? ???. ????? ?????? ????? ?? ???? ?????? ??? ?????? ??? ?????? ?????? ????? ?? ???? ????? ???? ???? ??? ????? ??,Women empowerment,Against,Negative,No
@__wa7eed ?????? ?????????? ???? ??? ????? ??????..????????? ???????? ??????? ??????? ?????? ??????? ???????? ?????? ?????????? ???..,Digital Transformation,None,Neutral,No
@__wa7eed ?????? ????? ?????????? ??? ????? ??? ?????? ???? ??? ?????? ??????? ?? ????  ??? ????? ????? ???? ???? ???? ????? ????? ??? ?????????,Digital Transformation,Favor,Negative,No
@_abdala122 ???????? ????? ?? ????? ??????  ???? ??? ???,Covid Vaccine,None,Neutral,No
@_Abdulwahab_ ?????? ?????????? ????????? ???????? ????? ??? ????? ???? ??????? ????????? .. ???? ???? ??????  ?????? ????? ?????? ?? ??????? ?????????  ????? ???????? ???????? ????? ?????? ??? ???????? ???????  ???. ???? ?? ????? ??????? ??? ??? ?????? ?,Digital Transformation,Favor,Neutral,No
@_anomic ?? ??? ??? ?????????? ?? ??? ?? ???? ?? ??? ????????? ?????? ?????????? ????? ?????? ?????? ??? ????? ??? ????? ????????? ?? 4-5 ???? ?? ????,Digital Transformation,None,Neutral,No
@_Ebnthamer ?? ???? ???? ?? ??? ????? ???? ??? ?????? ???? ??? ??? ????? ?????? ??????? ????? ??? ??????? ?? ????? " ???????? ????????? ",Women empowerment,Against,Negative,No
@_FALCON_01 ????? ?????? ?????? ??????? ???? ??? ?????? .. ????? ??????? ?????? ?? ????? ?????? ?? ????? ??????( ?? ???  ????? ????? ?? ??? ???????)    ????? ?? ???? ?? ?? ??? ???? ?? ????? ?? ????? ?????. .  ???? ?? ?????? ?????????? ??????? ?????? ?????,Digital Transformation,Favor,Positive,No
@_fl_305_an @GoalSA @kamnapp  ????? ?????? ???? ???? !!! ????? ?? ?????? ???? ..,Covid Vaccine,Against,Neutral,No
@_hamad_009 @housingoman ???? ????? ?????? ?????????? ????? ????? ??????? ????? ???? ??????? ???? ??????? ????? ???? ??????? ???? ?? ? ????? ??? ?? ...??! ??????? ???? ???? ????? ??? ????? ??????,Digital Transformation,Favor,Positive,No
@_Mattar_ ??? ?? ?? ???? ???????? ???????? ??????? ?? ?????? ?????????? ??? ?? ?? ???? ??? ??? ??? ???? ?? ??? ???? ???? ??????? ??????? ???? ??? ?? ??????? ???? ?? ??? ?? ?? ????? ??????? ???????? ?? ?????? ???????? ??? ?? ??? ????? ?????? ???? ????????,Digital Transformation,Favor,Positive,No
@_mm3and ???? ??? ?????? ????? ???? ????? ???? ????? ???? ????? ???? ????? ???? ????? ?? ???? ?? ?????? ?? ?????? ??????? ?? ?????? ???? ???? ?????? ?????? ???? ??????? ??? ??? ????? ??????? ??????? ??????? ????? ?? ????? ??? ????,Covid Vaccine,Favor,Positive,No
@_o0o9i @llbasherll ????? ??????? ?? ????? ????? ???? ???? ????? ??? ?????? ??????? ????? ?????? ?? ?????? ??? ???????? ?????? ?,Covid Vaccine,Favor,Neutral,No
@_s355 ???? ????  ??? ?? ???? ?????? ??????? ??? ??? ????? ??% ?? ????? ???? ???? ???? ????? ???????  ??? ????? ?????????? ??? ?? ??? #?????? ???? ???????!  ?????? ???? ?? ??? ??????? ??????? ??????? ????? ???? ?? ???????? ?? ????? ? ????? ?? ????? ??? ??,Covid Vaccine,Favor,Neutral,No
@_ssaa8891 ???? ??? ????? ?????? ??? ??????? ???? ??? ??????? ???? ??? ??? ??????  ? ???? ???? ???????? ????? ???? ???? ??????? ????,Women empowerment,Against,Negative,No
@_vlkh ???? ???? ?? ???? ????? ?????? ????? ??????????  ?? ?????? ?? ??? ??? ?????,Covid Vaccine,Favor,Neutral,No
@A7medisselmou @Rawaak ?????? ??? ?? ??? ??????? ?? ????? ?????? ???? ??? ???? ?? ?? ???? ?? ???? ???? ???? ????? ???? ????? ? ??? ????? ???????,Women empowerment,Against,Negative,No
@A92563437 @NaguibSawiris ???? ????????? .??? ?????? ???? ??? ???? ???? ??? ????? ?????? ???? ??????? ????? ?????? ??? ?????? ????? ??? ????? ?????? ????????? ?? ??? ??????? ?????? ?????? ?????# ??????? ???? ???????? ???? ????? ????? ??? ???? ?????? ?????,Women empowerment,Against,Negative,No
@a__m__2435 @1__blo ??? ????? ???? ????? ? ???? ??????   ?,Covid Vaccine,None,Positive,No
@a__x60 ?????? ?? ????? ??????? ?? ????? ???? ??? ????? ?? ??? ?? ?????? ??? ?????? ?????? ?? ????? ????? ??? ??? ?????? ????? ?? ????? ???????,Women empowerment,Against,Negative,No
@a_algahfes #?????_?????? ????????? ??? ???? ????? ???????? ?????????:  ?????? ????? ????? ????? ?????? .. ???? ????? ???? #??????? .,Covid Vaccine,Favor,Positive,No
@a_almeqbel ?????? ??? ???? ???? ??? ???????? ?????? ?? ??? ?? ??? ??????? ??????? ???????????? ???? ??? ????? ?? ??????? ?? ???? #?????_?????? ???? ???? #????_2030.. #????? ???? ??????..,Women empowerment,Favor,Positive,No
@A_alshamri ????? ???? ?????   ?????? ?????????? ?? ???? ???????? ??? ???? ???? ??????? ??? ???  ..,Digital Transformation,Favor,Positive,No
@A_B_99__ @onlyJood1 @iuel9 @safeerytlu @5ingu6 @SaudiNews50 ??? ????? ???????? ?????? ?? ?????? ?? ?????? ??? ?? ???? ????? ???? ?? ???? ? ????? ?????? ???? ????????? ???? ?????? ????? ???? ? ???? ??? ??????? ???? ??????? ???? ??,Women empowerment,Favor,Positive,No
@A_O_A3 ???? ??????? ??? ???? ?????? ??? ???? ???? ?????? ??? #?????_??????,Women empowerment,None,Negative,No
@aa_u14 @AaMm6120 @football_1l5 ???? ??? ???? ?????? ???? ??????? ???  ??? ???? ????? ?????? ??? ?????  ??? ???? ????????? ?? ?????? ?? ???? ???????? ?? ??????? ??????? ????? ?,Women empowerment,Against,Negative,No
@aa_u14 @AaMm6120 @football_1l5 ????? ?? ?????? ???????   ????? ????? ??? ??? ????? ??????? ??? ???? ?????? ??????? ????? ?????? ???? ????   ?????? ?????????   ??? ????????? ?? ????? ?????? ?? ?????,Women empowerment,Favor,Negative,No
@aaareian ?? ?????? ??? ??????? ??? ?????? ?? ????????? ??????? ???????? ??? ????????? ???????? ?????? ???????????,Digital Transformation,None,Neutral,No
@AAIZZ @AlZirqi ????? ?????? ?????? ????? . ?? ?????? ????? ???? ????? ??? ??????? ???? ????? ????? ????? ????? ??? ?????,Covid Vaccine,Favor,Neutral,No
@AAK251220 ??? ?? ?? ????? ?????? ?? ??? ?? ?? ????? ??????? ?,Covid Vaccine,Against,Neutral,Yes
@AAlbahri33 ?????? ???? ?????? .. ???? ????? ???? ??????? ????? ??????? ??? ??? .. ???? ?????? ???? ???? ?? ????? ??????? ???? ?????? ?????????? .. ???? ??????? ?? ??????? ??????? ?????? ??????? ... ?? ?????? ????? ????? ??? ??????? ????? ?????? ?????????,Digital Transformation,Favor,Positive,No
@aaleidi8 @AliBughnaim @alain4alain3 @UAE_BARQ ????? ?????? ?????? ?? ???? ?? ???? ?????? ???? ???? ????????? ???? ??????? ??? ???? ???? ??? ?? ???? ????? ?????? ?????. ?? ???? ????? ???? ????? ??? ???? ?????? ?????. ??????? ?? ??? ???? ???? ?? ??? ???? ?,Covid Vaccine,None,Negative,No
@aalshaheen98 @r8n8v ????? ????? ???? ??? ??? ?????? ?????????? ????? ?? ????? ??? ????? ??? ?? ????? ????? ????????  ??? ?????? ?? ??? ????? ?????????? ????? ????? ??? ????? ?????? ?? ???? ???????? ??? ?????? ??? ????? ???? ???? ?????? ?? ?????  ????????,Covid Vaccine,Against,Negative,Yes
@aalswaha ???? ?????? ??????? ?? ????? ??????   ?????? ?????? ??????? ?????? ??????? ?????? ?????? ?????? ?????? ?? ???? ???????? ???????? ?????? ????? ???? ??? ??? ?????? ???? ??? ??????? ???????.,Digital Transformation,Favor,Positive,No
@aalswaha ?? ???? ???? ????????? ?????  ??? ?????? ?????? ?????? ??? ???? ??????? ????? ?????? ?????? ????? ??????? ?????? ??? ??? ???? ???? ???? ???? ?????? ?? ????? ?????? ???? ?? ????? ?????? ???? ???? ????? ?? ???????? ????? ????? ??? ??? ????? ?? ??,Digital Transformation,Against,Negative,No
@aalswaha ???? ???? ???? ????? ?????? ???? ??? ???? ???????? ????? ?????? ?????? ???? ????? ??????? ?????? ??????? ?? ???? ?????? ??????,Digital Transformation,Favor,Positive,No
@aamaaaani ?????? "?????? ??????????" ?,Digital Transformation,Against,Neutral,Yes
@AaMm6120 @aa_u14 @football_1l5 ???? ??????   ???? ?? ????? ?????? ???? ??? ????? ????? ?? ????? ?????   ?? ??? ????? ?????? ??????? ?? ???? ?? ???? ??????? ??? ??? ????? ???? ????? ??????? ????? ??????? ?,Women empowerment,Against,Negative,No
@ab_______sh @Mj_j11 ???? ?? ???? ????? ?????? ????? ????? ????? ??????? ????? ?????? ?????? ???? ??????? ?????? ?? ??????? ????????? ?????? ??????? ?? ?????? ??? ??????.???????? ???????.?????? ??? ???? ??????.????? ???? ??? ??? ????? ???? ????? ??? ?????,Covid Vaccine,Favor,Positive,No
