Text,Target,Stance,Sentiment,Sarcasm
"""طرق دبي"" تنتهي من تطعيم سائقي التاكسي والمواصلات العامة ضد كورونا حيث تؤكد هيئة الصحة بدبى حرصها على سلامة وصحة موظفيها خاصة خط الدفاع الأول وأولئك المعنيين بالتعامل المباشر مع المتعاملين🇦🇪✌️😍",Covid Vaccine,Favor,Neutral,No
"""عز يامال العز ""هو تنظيم هو اخلاق هو اخلاص هو اسلوب هو تعامل مع الناس الحمدلله على نعمة هالوطن وشبابه 🇸🇦💚  #تطعيم_كورونا  #COVID19",Covid Vaccine,Favor,Positive,No
"""عصر تمكين المرأة""👏🏼👏🏼.   #المراة_السعودية_قاضية",Women empowerment,Favor,Positive,No
"""لا تتسرعوا في تطعيم الأطفال ما دامت الصورة الكاملة غير واضحة. مرض فيروس كورونا لا يعرض الأطفال للخطر  والقاعدة الأولى في الطب هي 'first do not harm'",Covid Vaccine,Against,Neutral,No
"""لا حبل حول رقبتك  ولا أصفاد في يديك  ولا مرساة في قدمك  لكنك ممنوع من الحركة بإسم أشياء كثيرة لا صحة لها."" #لا_للتطعيم_الاجباري  #كارونة #تطعيم_كورونا   #البنات_ارجل_من_العيال   #غازي_الذيابي #الكويت #الرياض",Covid Vaccine,Against,Negative,No
"""ليس من سمع كمن رأى"" سمعت عن التنظيم  في مراكز تطعيم لقاح كوفيد وشفت مقاطع لكن الشي اللي شفته بعيني عظيييم شي مشرف فخرر لكل سعودي تنظيم مبهر موظفين قمة في اللطف والاحترام عمل جبار   الله يجزى كل من شارك وخطط ونظم خير الجزاء ويحفظ بلدنا ويعزنابعزه #لقاح_كوفيد_19 #السعودية_العظمى",Covid Vaccine,Favor,Positive,No
"""مشروع تمكين المرأه عندنا ثلاث أرباعه مشروع علاقات عامة ودعاية، أصلاً (تمكين المرأة) فكرة أبوية"".  - #محمد_الربيعه",Women empowerment,Against,Neutral,No
"""ممتنة للنساء المثابرات في تمكين مجتمعاتهنّ... أنتنّ جميعاً رمز القوة والكرم في يوم المرأة العالمي""#يوم_المراه_العالمي",Women empowerment,Favor,Positive,No
"""نحن في زمن تمكين المرأة، إذ أصبحت المرأة موجودة في كل مجال، وبكل فخر ٩٩٪ من فريق العمل في مكتبي من النساء"".  سديم العيسى.",Women empowerment,Favor,Positive,No
"""هدف التحول التقني تسهيل الإجراء وليس تعقيده وزيادة حجم تكاليفه"". ✅✅✅✅✅ هذا الفكر الذي سيجعل للتحول التقني دور بارز وفعال  من يحمل هذا الفكر حول التقنية  جدير به أن يكون من قيادات التحول التقني. URL",Digital Transformation,Favor,Positive,No
“لا تهلعوا”… تطعيم أولادكم لا يختلف عن لقاحات #كورونا  @NajatGemayel,Covid Vaccine,Favor,Neutral,No
” التوكيلات العالمية ” تُقيم ملتقى هونشي النسائي الأول بعنوان تمكين المرأة السعودية URL,Women empowerment,None,Neutral,No
«بنك مصر» الأفضل في مجال التحول الرقمي وخدمات الصراف الآلي والدفع الإلكتروني URL,Digital Transformation,Favor,Positive,No
«وزارية تمكين المرأة» تناقش شروط آلية عملها المرجعية URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح,Women empowerment,Favor,Neutral,No
"( رؤية الإبصار، العزيمة ، الأحلام ) الرؤية تمثل تحقيق سنوات انتظار كانت مثل الحلم! تمكين المرأة في مجالات لا تعد ولا تُحصى، الازدهار في التنمية، تغيير مفهوم الترفية تغيراً جذري. الرؤية هي طريقنا للمستقبل المشرق 🤍 ""طموحُنا عنانَ السماءِ"" @Turki_alalshikh #رؤية_2030_واقع_يتحقق",Women empowerment,Favor,Positive,No
(2030)  رؤية المستقبل و التطور و التحول الإلكتروني رؤية طموحه من قائد حالم طموح انها رؤية سيدي الامير محمد بن سلمان بن عبدالعزيز آل سعود حفظه الله ورعاه 🙏💚💚 URL,Digital Transformation,None,Positive,No
(١-٧) .. تاريخ بطل ..يدل على اجيال لم يكن اولياء امورهم يسجلونهم بالاحوال المدنية مباشرة  ومن الصدف انه تاريخ احالتهم للتقاعد.. ومن يتخيل تلك الاجيال والتطور الذي وصلنا له والتقدم التقني في الوقت الراهن   فلا بد ان يحمدالله على هذا التحول الرائع الذي كان بدعم ورؤية وطنية ومخلصه..,Digital Transformation,Favor,Positive,No
(٢) بشكل عام اذا المرض المزمن كان مستقر وغير نشط فلا مانع من أخذ تطعيم #كورونا,Covid Vaccine,Favor,Positive,No
(٤) تمكين المرأة شعاراً أساس للرؤية ارتبط عملها ارتباطاً وثيقاً بما تحرص المملكة على توفيره لمواطنيها من فرص للتنمية  وزيادة رفاهبة المواطن وتأمبن سبل الحياة السعيدة لهم فنالت المرأة السعودية مكانتها في كافة المجالات العلمية والثقافية والعملية والاقتصادية ..,Women empowerment,Favor,Positive,No
(اثبات الذات)(الانوثة والمساواة)(التحرر)، و(تمكين المرأة)جميعها-وغيرها-تصطدم بمصلحة الأبناء، والأسرة، والوطن، وتفسد التوازن العاطفي.,Women empowerment,Against,Negative,No
(الرجولة في خطر) حسب الدراسات العالمية العالم يعاني من أزمة رجولة حيث فقدو الرجال خصائصهم الجسدية والنفسية والأخلاقية واقتربت صورة الرجل لتتشابه مع المرأة والسبب  نسبة الاختلاط الزائد الثورة النسوية المطالبة بمساواة الجنسين  تمكين المرأة مما انعكس على ضياع دور الرجل,Women empowerment,Against,Negative,No
(تَقْدِيمُ مَصَالِحِ النَّاسِ الْعَامَّةِ عَلَى الْمَصْلَحَةِ الْخَاصَّةِ)  لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي,Covid Vaccine,Favor,Neutral,No
(سمعت) (يقولون)  كلمات المرجفين والجبناء حول تطعيم #لقاح_كورونا,Covid Vaccine,Favor,Neutral,No
(عصر تمكين المرأة) هو عصر النشوز والطلاق هو عصر الاهالي السذج الذين ركبوا الموجة  يخببون بناتهم على ازواجهم ويفسدون حياتهم. سنوات قليلة وتصبح المرأة السعودية كالغربية  بلا اسرة ولا زوج ولا حقوق وتربي الابناء وحدها (الام العزباء)  وسيبكون ندم على النعيم الذي كانوا فيه.  حلولكم 👇,Women empowerment,Against,Negative,No
(عصر تمكين المرأة)  هو عصر تشتيت المنازل وتفريق الأزواج وكثرة المشاكل وانتشار العنف بين الأزواج,Women empowerment,Against,Negative,No
(فخر اني سعودية) اصبحت هوية بحد ذاتها .. كلمة الشكر والثناء لاتكفي وشعور الامان في بلدي نعمة عظيمة .. شكرا لابطال الصحة على الجهود الجبارة والنفسية الحلوة والابتسامة اللطيفة في كل ممر من ممرات تطعيم لقاح كورونا @tfrabiah @SaudiMOH,Covid Vaccine,Favor,Positive,No
(لانستطيع أن ننجح او تنمو السعوديه بدون المرأه) 💚🇸🇦🤝 تمكين المرأه من أولويات الرؤيه واصبحت على ارض الواقع حقيقه مبهره ومثمره ..   وهاهي المرأه اليوم جزء لايتجزأ من نمو هذا البلد 💚💚💪💪   💪#قول_وفعل @Turki_alalshikh #رؤية_2030_واقع_يتحقق,Women empowerment,Favor,Positive,No
(معجون الاسنان يفطر ؟  ) = (الي فيه ربو يطعم.؟. ). سؤالين لم ولن ينتهون 😂 #تطعيم_كورونا,Covid Vaccine,Against,Neutral,Yes
{وَلا تُلْقُوا بِأَيْدِيكُمْ إِلَى التَّهْلُكَةِ}   #تطعيم_كورونا,Covid Vaccine,Against,Neutral,No
@0O21e @Juiiill نحن في عصر تمكين المرأة في زمن سيدنا محمد بن سلمان الله يحفظه ❤️❤️❤️❤️,Women empowerment,Favor,Positive,No
@0Oam ناوين بالشر مانفع كورونا بالموت قام الغرب يرسل تطعيم للموت البطئ,Covid Vaccine,Against,Negative,No
@1ensanah @PrincessParadi @SaudiNews50 تطعيم الانفلونزا والجدري والشلل و الحصبة اخذتوها نفس كورونا!!  الانسياق وراء الشايعات لعبتكم,Covid Vaccine,Favor,Negative,No
